o	n	s	s	n	s	n	n	n	n	n	n	s
60021039	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-7队长展示
60021039	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-7队长展示2
60030128	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-7战斗失败
60030128	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-7队长展示2
60021040	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-1开场角色展示
60021040	1	aside_1	talk	gs_screenplay.str75	assetbundles/prefabs/ui/image/icon/drama_dh/fangcungongshan_dh.assetbundle	81300110	0	0	0	0	0	9-1芳村：凉子夫人，被喰种搜查官处决了
60021040	2	aside_2	talk	gs_screenplay.str76	assetbundles/prefabs/ui/image/icon/drama_dh/wudaodongxiang_dh2.assetbundle	81300085	0	0	0	0	0	9-1雾岛董香：杀了白鸠不就行了吗？全部都杀光
60021041	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-1BOSS死亡慢动作
60021041	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-1队长展示
60021041	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-1队长展示2
60030130	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-1战斗失败
60030130	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-1队长展示2
60021042	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-2开场角色展示
60021042	0	aside_2	talk	gs_screenplay.str171	0	0	0	0	0	0	0	9-2旁白：杀掉草场搜查官后，董香正打算下手杀掉中岛搜查官，这时候亚门出现了……
60021042	1	aside_1	talk	gs_screenplay.str77	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300128	0	0	0	0	0	9-2亚门钢太朗：中岛先生，快后退！
60030131	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-2BOSS死亡慢动作
60030131	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-2队长展示
60030131	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-2队长展示2
60030132	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-2战斗失败
60030132	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-2队长展示2
60030133	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-3开场角色展示
60030135	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-3队长展示
60030135	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-3队长展示2
60030134	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-3战斗失败
60030134	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-3队长展示2
60030136	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-4开场角色展示
60030136	0	aside_1	talk	gs_screenplay.str172	0	0	0	0	0	0	0	9-4旁白：一天夜里，董香发现雏实不见了，便和金木外出寻找，两人在河边听见雏实的尖叫声……没料到这都是CCG的圈套……
60021044	1	aside_1	func	BossShow;boss=31000550;anim_id=48	0	0	0	0	0	0	0	9-4BOSS展示
60021044	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	9-4BOSS展示名字和描述
60021044	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	9-4BOSS展示结束
60021044	2	aside_2	talk	gs_screenplay.str79	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300129	0	0	0	0	0	9-4亚门钢太朗：这个世界是错误的，扭曲这个世界的正是你们
60021044	1	aside_1	talk	gs_screenplay.str80	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh1.assetbundle	81300063	0	0	0	0	0	9-4金木研：不对，错误的不是这个世界，确实也有误入歧途的喰种，但是，并非所有喰种都是那样，应该要互相加深了解，不论是人类还是喰种。
60021044	1	aside_1	talk	gs_screenplay.str1007	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh1.assetbundle	81300064	0	0	0	0	0	9-4金木研：扭曲了这个世界的，不仅是喰种，你也是其中之一……
60021045	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-4BOSS死亡慢动作
60021045	1	aside_1	talk	gs_screenplay.str81	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh1.assetbundle	81300029	0	0	0	0	0	9-4金木研：请快逃吧，再这样下去，我会杀了你的
60021045	2	aside_2	talk	gs_screenplay.str82	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300130	0	0	0	0	0	9-4亚门钢太朗：开什么玩笑，我怎么可能在喰种面前当逃兵
60021045	1	aside_1	talk	gs_screenplay.str83	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh1.assetbundle	81300030	0	0	0	0	0	9-4金木研：快！！快走，拜托了…不要让我成为杀人凶手……
60021045	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-4队长展示
60021045	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-4队长展示2
60030137	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-4战斗失败
60030137	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-4队长展示2
60030138	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-5开场角色展示
60030140	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-5BOSS死亡慢动作
60030140	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-5队长展示
60030140	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-5队长展示2
60030139	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-5战斗失败
60030139	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-5队长展示2
60030141	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-6开场角色展示
60030143	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-6BOSS死亡慢动作
60030143	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-6队长展示
60030143	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-6队长展示2
60030142	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-6战斗失败
60030142	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-6队长展示2
60021046	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	9-7开场角色展示
60021046	0	aside_4	talk	gs_screenplay.str173	0	0	0	0	0	0	0	9-7旁白：董香为了保护雏实被真户打得重伤，旁边边的雏实却还一直沉浸在母亲死亡的悲痛中……
60021046	2	aside_3	talk	gs_screenplay.str84	assetbundles/prefabs/ui/image/icon/drama_dh/zhenhuwuxu_dh.assetbundle	81300124	0	0	0	0	0	9-7真户吴绪：你看来能成为不错的材料
60021046	1	aside_1	talk	gs_screenplay.str85	assetbundles/prefabs/ui/image/icon/drama_dh/wudaodongxiang_dh.assetbundle	81300086	0	0	0	0	0	9-7雾岛董香：想要活下去有什么错，只能吃人的话，不就只有那样做了吗？凭这幅身体，要怎样生存才是正确的？到底要怎样？
60021046	1	aside_2	talk	gs_screenplay.str86	assetbundles/prefabs/ui/image/icon/drama_dh/dikouchushi_dh1.assetbundle	81300161	0	0	0	0	0	9-7笛口雏实：不要啊！
60021046	0	aside_4	talk	gs_screenplay.str174	0	0	0	0	0	0	0	9-7旁白：在真户正要下杀手时，雏实终于开始反抗，亮出自己的赫子……
60030144	1	aside_1	func	BossShow;boss=31000580;anim_id=656	0	0	0	0	0	0	0	9-7BOSS展示
60030144	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	9-7BOSS展示名字和描述
60030144	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	9-7BOSS展示结束
60030146	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	9-7BOSS死亡慢动作
60030146	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	9-7队长展示
60030146	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-7队长展示2
60030145	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	9-7战斗失败
60030145	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	9-7队长展示2
60021047	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-1开场角色展示
60030147	1	aside_1	func	BossShow;boss=31000590;anim_id=707	0	0	0	0	0	0	0	10-1BOSS展示
60030147	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	10-1BOSS展示名字和描述
60030147	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	10-1BOSS展示结束
60030149	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-1BOSS死亡慢动作
60030149	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-1队长展示
60030149	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-1队长展示2
60030148	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-1战斗失败
60030148	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-1队长展示2
60030150	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-2开场角色展示
60030152	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-2BOSS死亡慢动作
60030152	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-2队长展示
60030152	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-2队长展示2
60030151	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-2战斗失败
60030151	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-2队长展示2
60030153	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-3开场角色展示
60030155	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-3BOSS死亡慢动作
60030155	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-3队长展示
60030155	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-3队长展示2
60030154	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-3战斗失败
60030154	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-3队长展示2
60021048	1	aside_1	func	PlayUiAudio;audio_id=81900003	0	0	0	0	0	0	0	10-4开场动画声音
60021048	1	aside_1	func	ScreenPlay;obj=juqing_10-4_01,juqing_10-4_01_fx,;anim_name=juqing;rollback=1;	0	0	0	0	0	0	0	10-4开场动画
60021048	1	aside_1	func	PlayTransitionUI;	0	0	0	0	0	0	0	10-4白屏过场
60021048	1	aside_1	func	ScreenPlayOver	0	0	0	0	0	0	0	10-4动画结束
60021048	1	aside_1	func	DeleteObj;list=juqing_10-4_01,juqing_10-4_01_fx,	0	0	0	0	0	0	0	10-4删除动画
60021048	1	aside_1	func	CreateObstacle;list=boli,	0	0	0	0	0	0	0	10-4创建碎玻璃
60021048	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-4开场角色展示
60021049	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-4BOSS死亡慢动作
60021049	2	aside_1	talk	gs_screenplay.str94	assetbundles/prefabs/ui/image/icon/drama_dh/wudaoxundu_dh.assetbundle	81300194	0	0	0	0	0	10-4雾岛绚都：万丈，把这独眼混蛋装麻袋里，要回11区了
60021049	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-4队长展示
60021049	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-4队长展示2
60030156	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-4战斗失败
60030156	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-4队长展示2
60030159	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-5BOSS死亡慢动作
60030159	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-5队长展示
60030159	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-5队长展示2
60030158	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-5战斗失败
60030158	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-5队长展示2
60030160	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-6开场角色展示
60030162	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-6BOSS死亡慢动作
60030162	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-6队长展示
60030162	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-6队长展示2
60030161	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-6战斗失败
60030161	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-6队长展示2
60021050	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	10-7开场角色展示
60021050	0	aside_3	talk	gs_screenplay.str176	0	0	0	0	0	0	0	10-7旁白：在CCG攻打青桐基地的同时，董香一行也赶到这里想要救回金木……
60021050	2	aside_1	talk	gs_screenplay.str95	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300131	0	0	0	0	0	10-7亚门钢太朗：站住，为什么你会在这里，Rabbit？
60021050	0	aside_3	talk	gs_screenplay.str96	0	0	0	0	0	0	0	10-7旁白：董香一心想找到金木，根本不愿意浪费时间跟这名搜查官打斗，正准备设法摆脱他的纠缠，这时…一名戴着P字面具的喰种突然出现向那名搜查官展开攻击。
60021050	2	aside_2	talk	gs_screenplay.str97	assetbundles/prefabs/ui/image/icon/drama_dh/pingxiong_dh.assetbundle	0	0	0	0	0	0	10-7瓶兄：……
60030165	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	10-7BOSS死亡慢动作
60030165	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	10-7队长展示
60030165	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-7队长展示2
60030164	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	10-7战斗失败
60030164	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	10-7队长展示2
60021051	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-1开场角色展示
60021051	2	aside_2	talk	gs_screenplay.str98	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh1.assetbundle	81300153	0	0	0	0	0	11-1杰森：彼此相爱的一对男女，杀掉哪一个，你选吧
60021051	1	aside_1	talk	gs_screenplay.str99	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh9.assetbundle	81300032	0	0	0	0	0	11-1金木研：为什么是我，为什么非得我来选？这种事情根本没法选
60021051	2	aside_2	talk	gs_screenplay.str100	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh1.assetbundle	81300154	0	0	0	0	0	11-1杰森：好！我明白了！
60021052	2	aside_1	talk	gs_screenplay.str101	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh1.assetbundle	81300155	0	0	0	0	0	11-1杰森：全都是你的错！
60021052	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-1队长展示
60021052	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-1队长展示2
60030167	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-2开场角色展示
60030169	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-2BOSS死亡慢动作
60030169	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-2队长展示
60030169	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-2队长展示2
60030168	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-2战斗失败
60030168	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-2队长展示2
60021053	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-3开场角色展示
60021053	0	aside_1	talk	gs_screenplay.str102	0	0	0	0	0	0	0	11-3旁白：在杰森的折磨下，金木产生了幻觉，在那里金木又见到了神代利世……
60030166	2	aside_2	talk	gs_screenplay.str103	assetbundles/prefabs/ui/image/icon/drama_dh/shendailishi_dh1.assetbundle	81300004	0	0	0	0	0	11-3神代利世：这个世上所有的不利状况，都是因为当事人能力不足，难道不是吗？
60030166	2	aside_2	talk	gs_screenplay.str104	assetbundles/prefabs/ui/image/icon/drama_dh/shendailishi_dh1.assetbundle	81300005	0	0	0	0	0	11-3神代利世：你还准备继续做被人伤害的那一方吗？你能饶恕杰森那样的人吗？
60030166	1	aside_1	talk	gs_screenplay.str105	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh9.assetbundle	81300034	0	0	0	0	0	11-3金木研：我绝不容忍掠夺我容身之地的人！
60030166	2	aside_2	talk	gs_screenplay.str106	assetbundles/prefabs/ui/image/icon/drama_dh/shendailishi_dh1.assetbundle	81300006	0	0	0	0	0	11-3神代利世：也就是说你要接受我咯？
60030166	1	aside_1	talk	gs_screenplay.str107	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh9.assetbundle	81300035	0	0	0	0	0	11-3金木研：不…不是那样…我只要超越你就好了！
60030171	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-3BOSS死亡慢动作
60030171	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-3队长展示
60030171	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-3队长展示2
60030170	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-3战斗失败
60030170	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-3队长展示2
60021054	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-4开场角色展示
60030172	1	aside_1	func	BossShow;boss=31000690;anim_id=112	0	0	0	0	0	0	0	11-4BOSS展示
60030172	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	11-4BOSS展示名字和描述
60030172	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	11-4BOSS展示结束
60021055	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-4BOSS死亡慢动作
60021055	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-4队长展示
60021055	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-4队长展示2
60030173	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-4战斗失败
60030173	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-4队长展示2
60030174	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-5开场角色展示
60030176	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-5BOSS死亡慢动作
60030176	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-5队长展示
60030176	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-5队长展示2
60030175	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-5战斗失败
60030175	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-5队长展示2
60030177	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-6开场角色展示
60030179	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-6BOSS死亡慢动作
60030179	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-6队长展示
60030179	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-6队长展示2
60030178	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-6战斗失败
60030178	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-6队长展示2
60021056	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	11-7开场角色展示
60021056	1	0	func	FallDownGangJia	0	0	0	0	0	0	0	11-7【游戏战斗中展现】（壁虎变身半赫者状态，或模型直接为半赫者，给予镜头）
60021056	2	aside_2	talk	gs_screenplay.str109	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh2.assetbundle	81300156	0	0	0	0	0	11-7杰森：杀了你…杀了你…吃了你…我要把你剁成肉泥…杀了你…把你嚼碎！！
60021056	1	aside_1	talk	gs_screenplay.str110	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh10.assetbundle	81300037	0	0	0	0	0	11-7金木研：接下来，该我了！
60030180	1	aside_1	func	BossShow;boss=31000720;anim_id=662	0	0	0	0	0	0	0	11-7BOSS展示
60030180	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	11-7BOSS展示名字和描述
60030180	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	11-7BOSS展示结束
60021057	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	11-7BOSS死亡慢动作
60021057	0	aside_2	talk	gs_screenplay.str178	0	0	0	0	0	0	0	11-7旁白：之前杰森为了让金木保持清醒，强迫他从一千开始逐次减掉七后把数字念出来，而此时倒地不起的却是施虐的杰森……
60021057	1	aside_1	talk	gs_screenplay.str155	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh10.assetbundle	81300054	0	0	0	0	0	11-7金木研：1000减7等于几？
60021057	1	aside_1	talk	gs_screenplay.str111	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh11.assetbundle	81300058	0	0	0	0	0	11-7金木研：你想吃了我，那我吃你，也无可厚非吧？
60021057	1	0	func	FallDownGangJia	0	0	0	0	0	0	0	11-7【CG动画】（金木吃壁虎赫子情节）
60021057	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	11-7队长展示
60021057	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-7队长展示2
60030181	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	11-7战斗失败
60030181	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	11-7队长展示2
60030182	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	12-1开场角色展示
60021058	0	aside_3	talk	gs_screenplay.str179	0	0	0	0	0	0	0	12-1旁白：在绚都的羽赫就要击中雾岛董香时，一头白发戴着眼罩的金木抱起雾岛董香，把她救了出来……
60021058	1	aside_1	talk	gs_screenplay.str112	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh12.assetbundle	81300039	0	0	0	0	0	12-1金木研：你是董香唯一的弟弟，我不杀你！
60021058	2	aside_2	talk	gs_screenplay.str113	assetbundles/prefabs/ui/image/icon/drama_dh/wudaoxundu_dh.assetbundle	81300188	0	0	0	0	0	12-1雾岛绚都：所以说古董的家伙没底气啊！
60021058	1	aside_1	func	BossShow;boss=31000730;anim_id=707	0	0	0	0	0	0	0	12-1BOSS展示
60021058	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	12-1BOSS展示名字和描述
60021058	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	12-1BOSS展示结束
60030184	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	12-1BOSS死亡慢动作
60030184	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	12-1队长展示
60030184	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-1队长展示2
60030183	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	12-1战斗失败
60030183	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-1队长展示2
60030185	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	12-2开场角色展示
60030187	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	12-2BOSS死亡慢动作
60030187	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	12-2队长展示
60030187	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-2队长展示2
60030186	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	12-2战斗失败
60030186	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-2队长展示2
60030188	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	12-3开场角色展示
60030190	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	12-3队长展示
60030190	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-3队长展示2
60030189	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	12-3战斗失败
60030189	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-3队长展示2
60021059	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	12-4开场角色展示
60030191	1	aside_1	func	BossShow;boss=31000760;anim_id=72	0	0	0	0	0	0	0	12-4BOSS展示
60030191	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	12-4BOSS展示名字和描述
60030191	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	12-4BOSS展示结束
60030193	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	12-4BOSS死亡慢动作
60030193	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	12-4队长展示
60030193	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-4队长展示2
60030192	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	12-4战斗失败
60030192	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	12-4队长展示2
60030393	1	aside_1	func	BossShow;boss=31000770;anim_id=652	0	0	0	0	0	0	0	12-5BOSS展示
60030393	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	12-5BOSS展示名字和描述
60030393	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	12-5BOSS展示结束
